uid,task,valid,source_file
zgaj,Picture Description,Yes,our_preprocessed_train.csv
zgcl,Picture Description,Yes,our_preprocessed_validation.csv
zgmp,Picture Description,Yes,our_preprocessed_train.csv
zgza,Picture Description,Yes,our_preprocessed_validation.csv
zhjc,Sentence Reading,Yes,our_preprocessed_test.csv
zhoa,Picture Description,Yes,our_preprocessed_validation.csv
zhot,Picture Description,Yes,our_preprocessed_train.csv
zjbs,Picture Description,Yes,our_preprocessed_train.csv
zjoo,Picture Description,Yes,our_preprocessed_test.csv
zjso,Picture Description,Yes,our_preprocessed_train.csv
zjvs,Picture Description,Yes,our_preprocessed_validation.csv
zjvt,Picture Description,Yes,our_preprocessed_train.csv
zkbm,Picture Description,Yes,our_preprocessed_train.csv
zkeq,Picture Description,Yes,our_preprocessed_test.csv
zkfl,Picture Description,Yes,our_preprocessed_train.csv
zkqs,Picture Description,Yes,our_preprocessed_train.csv
zkuk,Picture Description,Yes,our_preprocessed_train.csv
zldq,Picture Description,Yes,our_preprocessed_train.csv
zlio,Sentence Reading,Yes,our_preprocessed_train.csv
zljk,Picture Description,Yes,our_preprocessed_train.csv
zllm,Story Recall,Yes,our_preprocessed_test.csv
zllx,Picture Description,Yes,our_preprocessed_train.csv
zmez,Picture Description,Yes,our_preprocessed_test.csv
zmkc,Picture Description,Yes,our_preprocessed_train.csv
zmze,Picture Description,Yes,our_preprocessed_validation.csv
znkr,Sentence Reading,Yes,our_preprocessed_test.csv
znuy,Picture Description,Yes,our_preprocessed_train.csv
zobv,Picture Description,Yes,our_preprocessed_validation.csv
zofn,Picture Description,Yes,our_preprocessed_train.csv
zokw,Picture Description,Yes,our_preprocessed_train.csv
zouf,Voice Assistant,Yes,our_preprocessed_train.csv
zpir,Picture Description,No,our_preprocessed_train.csv
zprd,Voice Assistant,Yes,our_preprocessed_test.csv
zpxz,Picture Description,Yes,our_preprocessed_test.csv
zqcc,Picture Description,Yes,our_preprocessed_train.csv
zqlx,Picture Description,Yes,our_preprocessed_train.csv
zqyn,Picture Description,Yes,our_preprocessed_test.csv
zriz,Picture Description,Yes,our_preprocessed_train.csv
zrkf,Picture Description,Yes,our_preprocessed_test.csv
zrsl,Picture Description,Yes,our_preprocessed_train.csv
zrzh,Picture Description,Yes,our_preprocessed_test.csv
zrzo,Picture Description,Yes,our_preprocessed_train.csv
zsbf,Picture Description,Yes,our_preprocessed_train.csv
zsdf,Picture Description,Yes,our_preprocessed_train.csv
zsdr,Picture Description,Yes,our_preprocessed_train.csv
zsma,Picture Description,Yes,our_preprocessed_test.csv
ztht,Picture Description,Yes,our_preprocessed_train.csv
ztlq,Picture Description,Yes,our_preprocessed_test.csv
ztun,Other,Yes,our_preprocessed_train.csv
ztzl,Picture Description,Yes,our_preprocessed_test.csv
zvhj,Picture Description,Yes,our_preprocessed_validation.csv
zvmg,Picture Description,Yes,our_preprocessed_train.csv
zvqb,Story Recall,Yes,our_preprocessed_test.csv
zwbf,Picture Description,Yes,our_preprocessed_train.csv
zwiy,Picture Description,Yes,our_preprocessed_train.csv
zwkj,Personal Narrative,Yes,our_preprocessed_train.csv
zwye,Picture Description,Yes,our_preprocessed_test.csv
zxgq,Picture Description,Yes,our_preprocessed_train.csv
zxtj,Picture Description,Yes,our_preprocessed_validation.csv
zycr,Picture Description,Yes,our_preprocessed_test.csv
zyps,Picture Description,Yes,our_preprocessed_train.csv
zytb,Picture Description,Yes,our_preprocessed_train.csv
zyzb,Picture Description,No,our_preprocessed_train.csv
zznq,Semantic Verbal Fluency,Yes,our_preprocessed_train.csv
